Country,rGDP,Year
Norway,75352.1875,1964
Norway,79334.99219,1965
Norway,82338.82031,1966
Norway,87490.4375,1967
Norway,89466.32813,1968
Norway,93496.88281,1969
Norway,95365.3125,1970
Norway,100774.8281,1971
Norway,106146.75,1972
Norway,110958.3047,1973
Norway,115311.2109,1974
Norway,121021.5938,1975
Norway,128071.5781,1976
Norway,133400.3125,1977
Norway,138562.0938,1978
Norway,144620.6875,1979
Norway,151222.0938,1980
Norway,153639.0469,1981
Norway,154000.6563,1982
Norway,160118.7813,1983
Norway,169809.8125,1984
Norway,179239.9688,1985
Norway,186485.3125,1986
Norway,189755.1406,1987
Norway,189270.6094,1988
Norway,191235.7969,1989
Norway,194931.2813,1990
Norway,200944.3594,1991
Norway,208126.8906,1992
Norway,214048.7813,1993
Norway,224869.8594,1994
Norway,234214.2969,1995
Norway,245990.4844,1996
Norway,258990.0781,1997
Norway,265787.0625,1998
Norway,271137,1999
Norway,279826.875,2000
Norway,285632.7188,2001
Norway,289763.6875,2002
Norway,292400.875,2003
Norway,304007.4375,2004
Norway,311989.0625,2005
Norway,319476.125,2006
Norway,329042.0313,2007
Norway,330609.5313,2008
Norway,324899.8438,2009
Norway,327180.0938,2010
Norway,330391.2813,2011
Norway,339322,2012
Norway,342830.8125,2013
Norway,349583.0313,2014
Norway,356459.7813,2015
Norway,360279.4375,2016
Norway,368649.6563,2017
Norway,373403.5938,2018
Norway,377715.3438,2019
Japan,272826,1950
Japan,297234.6875,1951
Japan,333982.5938,1952
Japan,356372.4688,1953
Japan,374102.4688,1954
Japan,400389.4375,1955
Japan,430393.7188,1956
Japan,464033.2813,1957
Japan,492858.7188,1958
Japan,539262.25,1959
Japan,609689.9375,1960
Japan,681957.375,1961
Japan,740583.0625,1962
Japan,805660.875,1963
Japan,895779.375,1964
Japan,946597.125,1965
Japan,1043608.375,1966
Japan,1159281.125,1967
Japan,1297339.125,1968
Japan,1452412,1969
Japan,1601754.125,1970
Japan,1677020.375,1971
Japan,1818117.375,1972
Japan,1964159.375,1973
Japan,1940093.625,1974
Japan,2000073.125,1975
Japan,2079575.75,1976
Japan,2170876.25,1977
Japan,2285323.5,1978
Japan,2410651.75,1979
Japan,2478574,1980
Japan,2582905.5,1981
Japan,2668463,1982
Japan,2762474.25,1983
Japan,2886840.5,1984
Japan,3037920,1985
Japan,3138977.25,1986
Japan,3287471.75,1987
Japan,3510527.5,1988
Japan,3681070,1989
Japan,3861174.75,1990
Japan,3993129.75,1991
Japan,4026994.25,1992
Japan,4006137.75,1993
Japan,4045921.5,1994
Japan,4156866.5,1995
Japan,4285729,1996
Japan,4331845.5,1997
Japan,4282964,1998
Japan,4272173,1999
Japan,4390924,2000
Japan,4408766,2001
Japan,4413968,2002
Japan,4481423,2003
Japan,4580224.5,2004
Japan,4656378.5,2005
Japan,4722499.5,2006
Japan,4800618.5,2007
Japan,4748122,2008
Japan,4490944,2009
Japan,4679192.5,2010
Japan,4673791.5,2011
Japan,4743669,2012
Japan,4838555,2013
Japan,4856686,2014
Japan,4916079.5,2015
Japan,4941739,2016
Japan,5048890,2017
Japan,5065208.5,2018
Japan,5099254,2019
Taiwan,9247.628906,1951
Taiwan,10357.68848,1952
Taiwan,11341.04297,1953
Taiwan,12434.4248,1954
Taiwan,13393.91113,1955
Taiwan,14220.50391,1956
Taiwan,15331.3877,1957
Taiwan,16508.33594,1958
Taiwan,17962.26953,1959
Taiwan,19255.375,1960
Taiwan,20612.42188,1961
Taiwan,22452.54102,1962
Taiwan,24863.83984,1963
Taiwan,28004.07813,1964
Taiwan,31332.72266,1965
Taiwan,34349.91016,1966
Taiwan,38181.01953,1967
Taiwan,41889.19141,1968
Taiwan,45906.70703,1969
Taiwan,51189.92188,1970
Taiwan,58062.55469,1971
Taiwan,66117.4375,1972
Taiwan,74601.53125,1973
Taiwan,76590.46094,1974
Taiwan,81328.84375,1975
Taiwan,92944.57031,1976
Taiwan,103547.2422,1977
Taiwan,117583.9375,1978
Taiwan,127970.8516,1979
Taiwan,138258.125,1980
Taiwan,148074.4531,1981
Taiwan,155197.0781,1982
Taiwan,169200.9375,1983
Taiwan,186203.7813,1984
Taiwan,195155.2188,1985
Taiwan,217621.4844,1986
Taiwan,245370.0469,1987
Taiwan,265058.0938,1988
Taiwan,288176.2813,1989
Taiwan,304144.25,1990
Taiwan,329606.5625,1991
Taiwan,356997.5625,1992
Taiwan,381323.25,1993
Taiwan,409933.5313,1994
Taiwan,436573.2188,1995
Taiwan,463538.7813,1996
Taiwan,491589.0313,1997
Taiwan,512259.5,1998
Taiwan,546744.9375,1999
Taiwan,581268.4375,2000
Taiwan,573121.8125,2001
Taiwan,604536.75,2002
Taiwan,630076.25,2003
Taiwan,673876.875,2004
Taiwan,710154.4375,2005
Taiwan,751134.5625,2006
Taiwan,802591.5,2007
Taiwan,809005.0625,2008
Taiwan,795956.125,2009
Taiwan,877505.3125,2010
Taiwan,909745.375,2011
Taiwan,929955.4375,2012
Taiwan,953051.875,2013
Taiwan,998028.625,2014
Taiwan,1012657.375,2015
Taiwan,1034582.438,2016
Taiwan,1068841.375,2017
Taiwan,1098183.625,2018
Taiwan,1127988.75,2019
Indonesia,147538.9219,1960
Indonesia,159648.6094,1961
Indonesia,159406.125,1962
Indonesia,153244.6406,1963
Indonesia,160370.2344,1964
Indonesia,162256.9531,1965
Indonesia,166785.0469,1966
Indonesia,169049.1094,1967
Indonesia,180746.7031,1968
Indonesia,181878.7344,1969
Indonesia,195463.0156,1970
Indonesia,209155.25,1971
Indonesia,228844.8906,1972
Indonesia,254720.5313,1973
Indonesia,274183.875,1974
Indonesia,287838.375,1975
Indonesia,307641.1563,1976
Indonesia,334610.6875,1977
Indonesia,360863.5313,1978
Indonesia,383419.875,1979
Indonesia,421290.3438,1980
Indonesia,454709.9375,1981
Indonesia,464894.2188,1982
Indonesia,505689.1563,1983
Indonesia,540959.625,1984
Indonesia,554282.125,1985
Indonesia,586849.0625,1986
Indonesia,615754.6875,1987
Indonesia,651344.4375,1988
Indonesia,710516.625,1989
Indonesia,774478.125,1990
Indonesia,843623.25,1991
Indonesia,904537,1992
Indonesia,970148.875,1993
Indonesia,1043297.75,1994
Indonesia,1129058.375,1995
Indonesia,1217328.375,1996
Indonesia,1274538.375,1997
Indonesia,1107235.75,1998
Indonesia,1115993.625,1999
Indonesia,1170903.125,2000
Indonesia,1213564.625,2001
Indonesia,1268168.625,2002
Indonesia,1328791.75,2003
Indonesia,1395641.625,2004
Indonesia,1475089.5,2005
Indonesia,1556233.625,2006
Indonesia,1654976.75,2007
Indonesia,1754502.375,2008
Indonesia,1835716,2009
Indonesia,1949968.25,2010
Indonesia,2070277,2011
Indonesia,2195115.75,2012
Indonesia,2317104,2013
Indonesia,2433113.75,2014
Indonesia,2551760.25,2015
Indonesia,2680192,2016
Indonesia,2816072.25,2017
Indonesia,2961655,2018
Indonesia,3110469.5,2019
Costa Rica,3443.429443359375,1950
Costa Rica,3561.311523,1951
Costa Rica,4006.768310546875,1952
Costa Rica,4706.357422,1953
Costa Rica,4893.171875,1954
Costa Rica,5412.024414,1955
Costa Rica,5343.254883,1956
Costa Rica,5706.460938,1957
Costa Rica,6371.861328,1958
Costa Rica,6559.452148,1959
Costa Rica,7103.949219,1960
Costa Rica,7052.364746,1961
Costa Rica,7557.256348,1962
Costa Rica,8037.87207,1963
Costa Rica,8412.421875,1964
Costa Rica,9339.445313,1965
Costa Rica,9895.581055,1966
Costa Rica,10456.36133,1967
Costa Rica,11333.30176,1968
Costa Rica,11965.62207,1969
Costa Rica,12863.33203,1970
Costa Rica,13733.34863,1971
Costa Rica,14857.2168,1972
Costa Rica,16001.85645,1973
Costa Rica,16890.33594,1974
Costa Rica,17245.72656,1975
Costa Rica,18196.51367,1976
Costa Rica,19816.54688,1977
Costa Rica,21058.10938,1978
Costa Rica,22098.90039,1979
Costa Rica,22265.05664,1980
Costa Rica,21761.97266,1981
Costa Rica,20176.55273,1982
Costa Rica,20753.48828,1983
Costa Rica,22419.67578,1984
Costa Rica,22581.2168,1985
Costa Rica,23829.70508,1986
Costa Rica,24965.10938,1987
Costa Rica,25823.58984,1988
Costa Rica,27286.69727,1989
Costa Rica,28255.94531,1990
Costa Rica,28895.1875,1991
Costa Rica,31552.55273,1992
Costa Rica,33788.84766,1993
Costa Rica,35305.03906,1994
Costa Rica,36760.13672,1995
Costa Rica,37215.16406,1996
Costa Rica,39286.16406,1997
Costa Rica,42021.14844,1998
Costa Rica,43678.1875,1999
Costa Rica,45352.44922,2000
Costa Rica,46935.46094,2001
Costa Rica,48480.46094,2002
Costa Rica,50543.53516,2003
Costa Rica,52735.39063,2004
Costa Rica,54776.71484,2005
Costa Rica,58741.30469,2006
Costa Rica,63539.24219,2007
Costa Rica,66493.55469,2008
Costa Rica,65848.20313,2009
Costa Rica,69108.92188,2010
Costa Rica,72085.5,2011
Costa Rica,75543.39063,2012
Costa Rica,77257.48438,2013
Costa Rica,79973.35156,2014
Costa Rica,82877.77344,2015
Costa Rica,86396.75781,2016
Costa Rica,89731.84375,2017
Costa Rica,92119.04688,2018
Costa Rica,94038.67969,2019
Turkey,77661.58594,1950
Turkey,95973.25781,1951
Turkey,103998.6641,1952
Turkey,117455.1953,1953
Turkey,106245.0391,1954
Turkey,117090.2734,1955
Turkey,118388.1953,1956
Turkey,144157.9531,1957
Turkey,155485.0938,1958
Turkey,152533.5,1959
Turkey,150595.4844,1960
Turkey,153183.7344,1961
Turkey,162488.375,1962
Turkey,177806.9531,1963
Turkey,185168.8281,1964
Turkey,190016.2656,1965
Turkey,213051.0938,1966
Turkey,221488.75,1967
Turkey,236254.6719,1968
Turkey,248911.1875,1969
Turkey,261567.6719,1970
Turkey,276131.4688,1971
Turkey,296637,1972
Turkey,306312.6563,1973
Turkey,323448.4063,1974
Turkey,346649.7813,1975
Turkey,382919.9063,1976
Turkey,395957.5938,1977
Turkey,401914.7813,1978
Turkey,399404.8438,1979
Turkey,389636.3125,1980
Turkey,408553.75,1981
Turkey,423109.8125,1982
Turkey,444134.375,1983
Turkey,473943.7188,1984
Turkey,494046.4688,1985
Turkey,528705.1875,1986
Turkey,578849.0625,1987
Turkey,591122.6875,1988
Turkey,592610.25,1989
Turkey,647458.1875,1990
Turkey,653456.875,1991
Turkey,692561.625,1992
Turkey,748257.625,1993
Turkey,707435.1875,1994
Turkey,758308.375,1995
Turkey,811430.3125,1996
Turkey,872521.3125,1997
Turkey,899498.4375,1998
Turkey,870146.3125,1999
Turkey,930475.6875,2000
Turkey,876973.25,2001
Turkey,933518,2002
Turkey,987318.5625,2003
Turkey,1084035.625,2004
Turkey,1181515.5,2005
Turkey,1263607,2006
Turkey,1327337.125,2007
Turkey,1338155.375,2008
Turkey,1273614,2009
Turkey,1380942.875,2010
Turkey,1535609.75,2011
Turkey,1609142.5,2012
Turkey,1745691.375,2013
Turkey,1831923.625,2014
Turkey,1943386.625,2015
Turkey,2007967,2016
Turkey,2158604.75,2017
Turkey,2222477,2018
Turkey,2242847,2019
New Zealand,27230.10742,1950
New Zealand,26715.64063,1951
New Zealand,26713.25195,1952
New Zealand,27281.49023,1953
New Zealand,30497.64648,1954
New Zealand,31727.74414,1955
New Zealand,32175.65625,1956
New Zealand,33853.56641,1957
New Zealand,34077.70313,1958
New Zealand,35384.48828,1959
New Zealand,40998.09766,1960
New Zealand,43147.71094,1961
New Zealand,44046.31641,1962
New Zealand,46848.29688,1963
New Zealand,49278.4375,1964
New Zealand,52702.53125,1965
New Zealand,56024.71094,1966
New Zealand,53026.94531,1967
New Zealand,52844.32422,1968
New Zealand,58026.61328,1969
New Zealand,57770.95703,1970
New Zealand,59957.85156,1971
New Zealand,63027.16406,1972
New Zealand,67943.45313,1973
New Zealand,72015.60938,1974
New Zealand,70768.52344,1975
New Zealand,71425.82813,1976
New Zealand,68614.27344,1977
New Zealand,68832.50781,1978
New Zealand,70341.17969,1979
New Zealand,71244.5625,1980
New Zealand,74560.76563,1981
New Zealand,75254.26563,1982
New Zealand,77882.27344,1983
New Zealand,81615.17188,1984
New Zealand,82932.98438,1985
New Zealand,85176.99219,1986
New Zealand,81504.91406,1987
New Zealand,83138.29688,1988
New Zealand,83575.53906,1989
New Zealand,84118.48438,1990
New Zealand,82736.79688,1991
New Zealand,83784.65625,1992
New Zealand,89258.17188,1993
New Zealand,93914.21875,1994
New Zealand,98212.875,1995
New Zealand,101510.8281,1996
New Zealand,104564.6719,1997
New Zealand,105679.4453,1998
New Zealand,111168.1641,1999
New Zealand,113713.2813,2000
New Zealand,118031.7188,2001
New Zealand,124004.8203,2002
New Zealand,129634.9766,2003
New Zealand,133873.5625,2004
New Zealand,138316.7031,2005
New Zealand,141875.4688,2006
New Zealand,147210.5781,2007
New Zealand,144935.4063,2008
New Zealand,147712.4531,2009
New Zealand,149133.6875,2010
New Zealand,153154.0313,2011
New Zealand,156981.9688,2012
New Zealand,160203.125,2013
New Zealand,166031.75,2014
New Zealand,173080.0938,2015
New Zealand,179604.4844,2016
New Zealand,186806.4375,2017
New Zealand,192086.0313,2018
New Zealand,196352.7813,2019
Bangladesh,74930.05469,1959
Bangladesh,79232.65625,1960
Bangladesh,76698.625,1961
Bangladesh,82362.73438,1962
Bangladesh,86704.89844,1963
Bangladesh,86306.57813,1964
Bangladesh,84616.03906,1965
Bangladesh,86482.34375,1966
Bangladesh,81550.05469,1967
Bangladesh,85694.32813,1968
Bangladesh,88617.55469,1969
Bangladesh,95963.95313,1970
Bangladesh,90705.625,1971
Bangladesh,78030.66406,1972
Bangladesh,80625.71094,1973
Bangladesh,88359.30469,1974
Bangladesh,84746.98438,1975
Bangladesh,89544.82031,1976
Bangladesh,91938.40625,1977
Bangladesh,98441.96875,1978
Bangladesh,103168.7891,1979
Bangladesh,104013.8906,1980
Bangladesh,107544.5391,1981
Bangladesh,108867.5,1982
Bangladesh,114195,1983
Bangladesh,120390.7656,1984
Bangladesh,124016.8125,1985
Bangladesh,129398.8672,1986
Bangladesh,134809.5625,1987
Bangladesh,138706.8281,1988
Bangladesh,142201.8125,1989
Bangladesh,151626.2031,1990
Bangladesh,156781.2188,1991
Bangladesh,163408.8281,1992
Bangladesh,170884.3125,1993
Bangladesh,177864.4063,1994
Bangladesh,186624.1563,1995
Bangladesh,195250.0781,1996
Bangladesh,205769.5156,1997
Bangladesh,216526.0781,1998
Bangladesh,227069.0156,1999
Bangladesh,240567.8281,2000
Bangladesh,253254.3438,2001
Bangladesh,264436.9063,2002
Bangladesh,278335.7188,2003
Bangladesh,295788.7813,2004
Bangladesh,313404.5,2005
Bangladesh,334181.125,2006
Bangladesh,357769.5938,2007
Bangladesh,379285.0625,2008
Bangladesh,398420.5,2009
Bangladesh,420619.6875,2010
Bangladesh,447810.1875,2011
Bangladesh,477013.875,2012
Bangladesh,505699.6563,2013
Bangladesh,536350.5,2014
Bangladesh,571495.5625,2015
Bangladesh,612148.875,2016
Bangladesh,656738.9375,2017
Bangladesh,708383,2018
Bangladesh,766135.3125,2019
Greece,38966.64063,1951
Greece,38374.85547,1952
Greece,41727.0625,1953
Greece,43580.64844,1954
Greece,45909.50781,1955
Greece,49945.44922,1956
Greece,53519.27734,1957
Greece,55981.07031,1958
Greece,58060.10156,1959
Greece,59409.76563,1960
Greece,67254.14063,1961
Greece,67499.48438,1962
Greece,75494.71094,1963
Greece,82598.51563,1964
Greece,91492.73438,1965
Greece,97434.73438,1966
Greece,102958.7891,1967
Greece,110375.6484,1968
Greece,123139.125,1969
Greece,134136.1719,1970
Greece,144654.0156,1971
Greece,159351.0938,1972
Greece,172246.375,1973
Greece,161156.7344,1974
Greece,171417.2969,1975
Greece,183162.625,1976
Greece,188549.4375,1977
Greece,202213.375,1978
Greece,208850.1719,1979
Greece,210264.3594,1980
Greece,206997.4375,1981
Greece,204652.8906,1982
Greece,202445.4531,1983
Greece,206515.7813,1984
Greece,211698.4063,1985
Greece,212794.2813,1986
Greece,207987.5469,1987
Greece,216905.7813,1988
Greece,225148.2031,1989
Greece,225148.1875,1990
Greece,232127.7969,1991
Greece,233752.6875,1992
Greece,230012.6406,1993
Greece,234612.875,1994
Greece,239539.1094,1995
Greece,246395,1996
Greece,257443.875,1997
Greece,267471.0625,1998
Greece,275689.375,1999
Greece,286495.75,2000
Greece,298332.6563,2001
Greece,310035.875,2002
Greece,328001,2003
Greece,344601.375,2004
Greece,346666.0313,2005
Greece,366261.0938,2006
Greece,378251.5625,2007
Greece,376983.75,2008
Greece,360770.6875,2009
Greece,341005.4063,2010
Greece,306395.6563,2011
Greece,284695.625,2012
Greece,276889.9375,2013
Greece,278823.0313,2014
Greece,277674.5313,2015
Greece,276314.3125,2016
Greece,279853.4063,2017
Greece,284216.25,2018
Greece,289493.2188,2019
Russia,3265563.25,1990
Russia,3102289.5,1991
Russia,2652452,1992
Russia,2421689,1993
Russia,2114134.25,1994
Russia,2027454.875,1995
Russia,1954309,1996
Russia,1981300.75,1997
Russia,1875403,1998
Russia,1994511.75,1999
Russia,2194873.5,2000
Russia,2306617.25,2001
Russia,2416038,2002
Russia,2592309,2003
Russia,2778331.5,2004
Russia,2955483.25,2005
Russia,3196456.25,2006
Russia,3469276.75,2007
Russia,3651342.75,2008
Russia,3365775.25,2009
Russia,3517360.5,2010
Russia,3667347,2011
Russia,3801421.75,2012
Russia,3869290.5,2013
Russia,3896372,2014
Russia,3820211,2015
Russia,3831142.75,2016
Russia,3899889.25,2017
Russia,3998750.75,2018
Russia,4052184.5,2019
Uzbekistan,115878.8594,1990
Uzbekistan,115308.7422,1991
Uzbekistan,102394.1563,1992
Uzbekistan,100044.4844,1993
Uzbekistan,94843.14844,1994
Uzbekistan,93989.5625,1995
Uzbekistan,95587.38281,1996
Uzbekistan,100557.9297,1997
Uzbekistan,104982.4688,1998
Uzbekistan,109601.6953,1999
Uzbekistan,113985.7734,2000
Uzbekistan,119115.125,2001
Uzbekistan,124117.9609,2002
Uzbekistan,129363.7969,2003
Uzbekistan,139008.1719,2004
Uzbekistan,148688.2031,2005
Uzbekistan,159752.7188,2006
Uzbekistan,174893.9531,2007
Uzbekistan,190634.3906,2008
Uzbekistan,206075.7813,2009
Uzbekistan,223592.25,2010
Uzbekistan,240998.5,2011
Uzbekistan,258773.7344,2012
Uzbekistan,278400.625,2013
Uzbekistan,298388.0938,2014
Uzbekistan,320611.0625,2015
Uzbekistan,340149.75,2016
Uzbekistan,355325.625,2017
Uzbekistan,374678.25,2018
Uzbekistan,395524.2813,2019
Serbia,119526.3906,1990
Serbia,105584.7578,1991
Serbia,75873.34375,1992
Serbia,52785.51563,1993
Serbia,54155.24609,1994
Serbia,57235.08594,1995
Serbia,60820.33984,1996
Serbia,65203.89453,1997
Serbia,67382.28125,1998
Serbia,61032.0625,1999
Serbia,64774.43359,2000
Serbia,69230.125,2001
Serbia,73647.28125,2002
Serbia,76878.75,2003
Serbia,83819.51563,2004
Serbia,88455.02344,2005
Serbia,92973.11719,2006
Serbia,98960.14063,2007
Serbia,104556.9219,2008
Serbia,101700.6797,2009
Serbia,102444.1563,2010
Serbia,104530.2031,2011
Serbia,103817.7813,2012
Serbia,106820.8594,2013
Serbia,105122.9297,2014
Serbia,107021.5078,2015
Serbia,110594.5156,2016
Serbia,112918.2813,2017
Serbia,117994.1016,2018
Serbia,123007.1094,2019
France,372406.8125,1950
France,393096.0313,1951
France,405827.9375,1952
France,420151.2813,1953
France,444023.4688,1954
France,467895.7188,1955
France,491767.9688,1956
France,518823.125,1957
France,533146.5,1958
France,547469.8125,1959
France,592031.3125,1960
France,622269.5,1961
France,663648,1962
France,706618,1963
France,752771,1964
France,789375.0625,1965
France,830753.5625,1966
France,872132.1875,1967
France,910327.6875,1968
France,975578.5,1969
France,1036054.813,1970
France,1091138.875,1971
France,1140364.125,1972
France,1212715.5,1973
France,1264873.5,1974
France,1252732.125,1975
France,1307310.75,1976
France,1352599.875,1977
France,1406413.75,1978
France,1456341.375,1979
France,1479333.25,1980
France,1495147.625,1981
France,1532607,1982
France,1551624.625,1983
France,1575111.875,1984
France,1600672.375,1985
France,1638084.625,1986
France,1680050.625,1987
France,1759737.875,1988
France,1836178.625,1989
France,1889867.125,1990
France,1909676.25,1991
France,1940218.5,1992
France,1928021,1993
France,1973490.375,1994
France,2015065.75,1995
France,2043538.625,1996
France,2091281.75,1997
France,2166330.5,1998
France,2240449,1999
France,2328356.75,2000
France,2374544.75,2001
France,2401508.5,2002
France,2421277,2003
France,2489792.75,2004
France,2531203.75,2005
France,2593201,2006
France,2656079.25,2007
France,2662850.75,2008
France,2586338.75,2009
France,2636758,2010
France,2694574.25,2011
France,2703011.75,2012
France,2718589.75,2013
France,2744584.5,2014
France,2775129.5,2015
France,2805530.25,2016
France,2869816.5,2017
France,2921268.5,2018
France,2965338.5,2019
South Africa,86774.875,1950
South Africa,90719.1875,1951
South Africa,93677.41406,1952
South Africa,97621.72656,1953
South Africa,104031.2344,1954
South Africa,109947.7031,1955
South Africa,116357.2188,1956
South Africa,121287.6094,1957
South Africa,124738.8828,1958
South Africa,130655.3594,1959
South Africa,134599.6563,1960
South Africa,139530.0625,1961
South Africa,148404.75,1962
South Africa,159251.6094,1963
South Africa,172070.625,1964
South Africa,182424.4375,1965
South Africa,190806.1094,1966
South Africa,204118.1563,1967
South Africa,212992.875,1968
South Africa,222853.6406,1969
South Africa,234686.5938,1970
South Africa,244728.8438,1971
South Africa,248778.5625,1972
South Africa,260152.7969,1973
South Africa,276050.9063,1974
South Africa,280731,1975
South Africa,287047.4375,1976
South Africa,286777.3125,1977
South Africa,295422.2188,1978
South Africa,306620.375,1979
South Africa,326920.4375,1980
South Africa,344445.7813,1981
South Africa,343125.3125,1982
South Africa,336789.3438,1983
South Africa,353962.5,1984
South Africa,349674.4688,1985
South Africa,349736.625,1986
South Africa,357083.8438,1987
South Africa,372081.5313,1988
South Africa,380992.3438,1989
South Africa,379781.625,1990
South Africa,375914.2813,1991
South Africa,367880.8125,1992
South Africa,372419.0625,1993
South Africa,384463.4688,1994
South Africa,396442.1875,1995
South Africa,413515.7188,1996
South Africa,424460.5313,1997
South Africa,426656.5938,1998
South Africa,436717.6875,1999
South Africa,454861.5625,2000
South Africa,467303.9375,2001
South Africa,484443.875,2002
South Africa,498730.5,2003
South Africa,521445.4688,2004
South Africa,548962.375,2005
South Africa,579725.1875,2006
South Africa,610801.1875,2007
South Africa,630292.1875,2008
South Africa,620597.625,2009
South Africa,639462.3125,2010
South Africa,660463.25,2011
South Africa,675081.625,2012
South Africa,691858.625,2013
South Africa,704637.3125,2014
South Africa,713048.8125,2015
South Africa,715894.625,2016
South Africa,726021,2017
South Africa,731735.125,2018
South Africa,732851.625,2019
India,308114.25,1950
India,313911.75,1951
India,329856.875,1952
India,348906.4063,1953
India,362016.6563,1954
India,370055.7188,1955
India,380155.6875,1956
India,380399.8438,1957
India,407360.9375,1958
India,415425.0313,1959
India,447577.2813,1960
India,463627.1875,1961
India,479086.375,1962
India,510559.4063,1963
India,548507.4375,1964
India,536750,1965
India,534683.3125,1966
India,577124.1875,1967
India,606516.375,1968
India,674447.25,1969
India,684888.8125,1970
India,696140.9375,1971
India,692289.25,1972
India,715103.8125,1973
India,723580.125,1974
India,789787.125,1975
India,802922.0625,1976
India,861172.1875,1977
India,910366.875,1978
India,862680.25,1979
India,920788.8125,1980
India,976093.25,1981
India,1010019.688,1982
India,1083638.875,1983
India,1125042,1984
India,1184155,1985
India,1240717,1986
India,1289915.75,1987
India,1414106.125,1988
India,1498207.75,1989
India,1581110.375,1990
India,1597820.125,1991
India,1685419,1992
India,1765489.375,1993
India,1883052,1994
India,2025683.75,1995
India,2178613,1996
India,2266842.75,1997
India,2407034,1998
India,2619954.25,1999
India,2720586.5,2000
India,2851826.75,2001
India,2960309.5,2002
India,3193001.25,2003
India,3445980.75,2004
India,3719020.5,2005
India,4018801,2006
India,4326674,2007
India,4460225.5,2008
India,4810883,2009
India,5219692,2010
India,5493272.5,2011
India,5793006,2012
India,6162954,2013
India,6619643.5,2014
India,7148966.5,2015
India,7739207,2016
India,8284343,2017
India,8791310,2018
India,9163052,2019
Venezuela,1874.5897216796875,1950
Venezuela,2067.756103515625,1951
Venezuela,2367.258544921875,1952
Venezuela,2427.907470703125,1953
Venezuela,2673.147949,1954
Venezuela,2851.578369140625,1955
Venezuela,3134.047363,1956
Venezuela,3435.286133,1957
Venezuela,3535.990723,1958
Venezuela,3728.069336,1959
Venezuela,3518.70166,1960
Venezuela,3673.613037109375,1961
Venezuela,4030.293457,1962
Venezuela,4295.884277,1963
Venezuela,4857.226563,1964
Venezuela,5093.273438,1965
Venezuela,5050.973633,1966
Venezuela,5270.002441,1967
Venezuela,5770.592285,1968
Venezuela,6080.868652,1969
Venezuela,6807.240234,1970
Venezuela,7016.294434,1971
Venezuela,7244.842773,1972
Venezuela,7698.040039,1973
Venezuela,8164.816406,1974
Venezuela,8660.228516,1975
Venezuela,9419.814453,1976
Venezuela,10053.02832,1977
Venezuela,10267.99707,1978
Venezuela,10405.12695,1979
Venezuela,10198.22363,1980
Venezuela,10167.43555,1981
Venezuela,10236.80664,1982
Venezuela,9661.806641,1983
Venezuela,9530.996094,1984
Venezuela,9549.419922,1985
Venezuela,10171.12012,1986
Venezuela,10535.41406,1987
Venezuela,11148.71973,1988
Venezuela,10193.28711,1989
Venezuela,10852.58301,1990
Venezuela,11908.52734,1991
Venezuela,12630.24023,1992
Venezuela,12665.02246,1993
Venezuela,12367.45703,1994
Venezuela,12856.17676,1995
Venezuela,12830.74316,1996
Venezuela,13648.17969,1997
Venezuela,13688.30176,1998
Venezuela,12871.03613,1999
Venezuela,13345.59375,2000
Venezuela,13798.5791,2001
Venezuela,12576.61621,2002
Venezuela,11601.27344,2003
Venezuela,13722.72852,2004
Venezuela,15138.62695,2005
Venezuela,16633.14258,2006
Venezuela,18089.16211,2007
Venezuela,19043.87695,2008
Venezuela,18434.01758,2009
Venezuela,18159.57813,2010
Venezuela,18918.01367,2011
Venezuela,19982.32031,2012
Venezuela,20250.70898,2013
Venezuela,19462.0625,2014
Venezuela,18251.25586,2015
Venezuela,15141.17969,2016
Venezuela,12768.34473,2017
Venezuela,10263.00977,2018
Venezuela,6670.956055,2019
Iceland,1254.767822265625,1950
Iceland,1236.957763671875,1951
Iceland,1212.586181640625,1952
Iceland,1392.801513671875,1953
Iceland,1525.520508,1954
Iceland,1691.0831298828125,1955
Iceland,1741.2886962890625,1956
Iceland,1744.104004,1957
Iceland,1903.502197265625,1958
Iceland,1957.7452392578125,1959
Iceland,2009.0472412109373,1960
Iceland,2007.344482421875,1961
Iceland,2174.224121,1962
Iceland,2397.80957,1963
Iceland,2635.574462890625,1964
Iceland,2827.700927734375,1965
Iceland,3074.741455078125,1966
Iceland,3035.761719,1967
Iceland,2869.577148,1968
Iceland,2937.696289,1969
Iceland,3156.817138671875,1970
Iceland,3569.124023,1971
Iceland,3789.600586,1972
Iceland,4047.521240234375,1973
Iceland,4278.484375,1974
Iceland,4306.129883,1975
Iceland,4562.748535,1976
Iceland,4965.286621,1977
Iceland,5264.033691,1978
Iceland,5519.896973,1979
Iceland,5837.175781,1980
Iceland,6086.131348,1981
Iceland,6217.261719,1982
Iceland,6083.518066,1983
Iceland,6334.713867,1984
Iceland,6543.305664,1985
Iceland,6953.606445,1986
Iceland,7547.857422,1987
Iceland,7541.084961,1988
Iceland,7560.574707,1989
Iceland,7648.984863,1990
Iceland,7631.888184,1991
Iceland,7374.396484,1992
Iceland,7471.255371,1993
Iceland,7740.881836,1994
Iceland,7749.90625,1995
Iceland,8104.322754,1996
Iceland,8571.169922,1997
Iceland,9179.342773,1998
Iceland,9550.46875,1999
Iceland,10017.63867,2000
Iceland,10408.20703,2001
