Country,rGDP,Year
Iceland,10479.10449,2002
Iceland,10716.78516,2003
Iceland,11578.65137,2004
Iceland,12311.58008,2005
Iceland,12957.79297,2006
Iceland,14171.33105,2007
Iceland,14453.62207,2008
Iceland,13474.06836,2009
Iceland,13011.11621,2010
Iceland,13255.93555,2011
Iceland,13427.79102,2012
Iceland,13982.875,2013
Iceland,14274.08691,2014
Iceland,14951.95996,2015
Iceland,15942.83301,2016
Iceland,16667.5918,2017
Iceland,17303.36328,2018
Iceland,17635.35938,2019
Fiji,1791.4793701171875,1960
Fiji,1846.783935546875,1961
Fiji,1916.032470703125,1962
Fiji,2041.9146728515625,1963
Fiji,2143.324462890625,1964
Fiji,2084.09375,1965
Fiji,2086.345458984375,1966
Fiji,2370.436035,1967
Fiji,2565.641357421875,1968
Fiji,2627.234375,1969
Fiji,2957.741455078125,1970
Fiji,3150.257324,1971
Fiji,3395.277099609375,1972
Fiji,3780.308594,1973
Fiji,3885.317138671875,1974
Fiji,3972.824707,1975
Fiji,4042.82959,1976
Fiji,4252.847168,1977
Fiji,4336.615234,1978
Fiji,4865,1979
Fiji,4781.231445,1980
Fiji,5090.529297,1981
Fiji,4974.54248,1982
Fiji,4832.78125,1983
Fiji,5232.290527,1984
Fiji,5026.092285,1985
Fiji,5367.608398,1986
Fiji,5019.648438,1987
Fiji,5109.860352,1988
Fiji,5786.449219,1989
Fiji,6269.727539,1990
Fiji,6102.191406,1991
Fiji,6340.608398,1992
Fiji,6450.151367,1993
Fiji,6779.109375,1994
Fiji,6948.586914,1995
Fiji,7282.119141,1996
Fiji,7121.912598,1997
Fiji,7214.497559,1998
Fiji,7849.373535,1999
Fiji,7715.933594,2000
Fiji,7870.252441,2001
Fiji,8122.101074,2002
Fiji,8203.322266,2003
Fiji,8638.098633,2004
Fiji,8698.564453,2005
Fiji,8859.703125,2006
Fiji,8779.966797,2007
Fiji,8867.765625,2008
Fiji,8743.617188,2009
Fiji,9005.925781,2010
Fiji,9249.084961,2011
Fiji,9379.619141,2012
Fiji,9823.671875,2013
Fiji,10400.06055,2014
Fiji,10729.58105,2015
Fiji,11100.13672,2016
Fiji,11404.21191,2017
Fiji,12000.59082,2018
Fiji,12043.99316,2019
Viet Nam,42713.88672,1970
Viet Nam,44339.11719,1971
Viet Nam,45208.52344,1972
Viet Nam,44566.04297,1973
Viet Nam,45672.09375,1974
Viet Nam,47036.03125,1975
Viet Nam,52209.29688,1976
Viet Nam,59290.03516,1977
Viet Nam,60339.1875,1978
Viet Nam,64392.46875,1979
Viet Nam,62140.82813,1980
Viet Nam,65743.28125,1981
Viet Nam,71101.54688,1982
Viet Nam,76144.8125,1983
Viet Nam,82538.89063,1984
Viet Nam,87177.15625,1985
Viet Nam,90103.78125,1986
Viet Nam,92400.42188,1987
Viet Nam,97112.85938,1988
Viet Nam,101665.4297,1989
Viet Nam,106851.2891,1990
Viet Nam,113220.5313,1991
Viet Nam,123009.625,1992
Viet Nam,132939.8594,1993
Viet Nam,144690.375,1994
Viet Nam,158494.5469,1995
Viet Nam,173297.9688,1996
Viet Nam,187424.6563,1997
Viet Nam,198228.5938,1998
Viet Nam,207689.625,1999
Viet Nam,221788.625,2000
Viet Nam,237080.9375,2001
Viet Nam,253865.8281,2002
Viet Nam,272502.625,2003
Viet Nam,293039.5313,2004
Viet Nam,315155.9688,2005
Viet Nam,337147.4063,2006
Viet Nam,361184.3438,2007
Viet Nam,381633.7813,2008
Viet Nam,402233.9688,2009
Viet Nam,428070.5313,2010
Viet Nam,454783.375,2011
Viet Nam,478647.5313,2012
Viet Nam,504599.1875,2013
Viet Nam,534792.5625,2014
Viet Nam,570513,2015
Viet Nam,605946.5625,2016
Viet Nam,647225,2017
Viet Nam,693021.3125,2018
Viet Nam,741653.5625,2019
Mexico,149149.0781,1950
Mexico,163555.5625,1951
Mexico,169764.8281,1952
Mexico,168518.2344,1953
Mexico,186939.2656,1954
Mexico,202299.0938,1955
Mexico,218544.1719,1956
Mexico,236169.0313,1957
Mexico,246720.1875,1958
Mexico,251832.1094,1959
Mexico,274371.6875,1960
Mexico,282179.6875,1961
Mexico,293219.6563,1962
Mexico,321440.1563,1963
Mexico,365391.5625,1964
Mexico,385779.625,1965
Mexico,409665.0625,1966
Mexico,432915.2188,1967
Mexico,472157.9063,1968
Mexico,489397.9063,1969
Mexico,521773.625,1970
Mexico,543538.9375,1971
Mexico,589673.75,1972
Mexico,639259.875,1973
Mexico,678323.5,1974
Mexico,716384.8125,1975
Mexico,746750.6875,1976
Mexico,772459.6875,1977
Mexico,836186.125,1978
Mexico,912737,1979
Mexico,988714.1875,1980
Mexico,1075662.125,1981
Mexico,1068056.375,1982
Mexico,1022174.313,1983
Mexico,1058968.125,1984
Mexico,1088325.625,1985
Mexico,1047470.688,1986
Mexico,1066909.125,1987
Mexico,1080196.875,1988
Mexico,1125546.625,1989
Mexico,1182592.75,1990
Mexico,1232524.875,1991
Mexico,1277248.875,1992
Mexico,1322641.25,1993
Mexico,1387994,1994
Mexico,1300672,1995
Mexico,1388770,1996
Mexico,1483857,1997
Mexico,1560482.375,1998
Mexico,1603451,1999
Mexico,1682700.875,2000
Mexico,1675896.125,2001
Mexico,1675228.375,2002
Mexico,1699458.625,2003
Mexico,1766087.375,2004
Mexico,1806845.375,2005
Mexico,1888064.5,2006
Mexico,1931328.375,2007
Mexico,1953414.625,2008
Mexico,1850162.25,2009
Mexico,1944855.75,2010
Mexico,2016096,2011
Mexico,2089528.625,2012
Mexico,2117822.75,2013
Mexico,2177213.75,2014
Mexico,2248800.5,2015
Mexico,2314252.75,2016
Mexico,2363270.5,2017
Mexico,2413749,2018
Mexico,2406409.75,2019
Gabon,2941.052734,1960
Gabon,3263.991211,1961
Gabon,3574.561767578125,1962
Gabon,4084.250977,1963
Gabon,4577.973633,1964
Gabon,5012.142578,1965
Gabon,4934.897949,1966
Gabon,5640.218262,1967
Gabon,5845.868652,1968
Gabon,6491.793457,1969
Gabon,7129.611816,1970
Gabon,7861.020996,1971
Gabon,8752.225586,1972
Gabon,9643.412109,1973
Gabon,13451.31641,1974
Gabon,16032.64355,1975
Gabon,21744.32031,1976
Gabon,19008.43555,1977
Gabon,14437.05664,1978
Gabon,14505.54785,1979
Gabon,14875.86426,1980
Gabon,15633.83691,1981
Gabon,15149.57813,1982
Gabon,15999.20215,1983
Gabon,17200.56445,1984
Gabon,16799.2832,1985
Gabon,16664.28711,1986
Gabon,13807.01855,1987
Gabon,15580.58301,1988
Gabon,16911.99023,1989
Gabon,17790.10156,1990
Gabon,18877.51953,1991
Gabon,18294.17773,1992
Gabon,18730.9082,1993
Gabon,19756.96875,1994
Gabon,20739.60742,1995
Gabon,21491.47266,1996
Gabon,22724.73242,1997
Gabon,23396.83789,1998
Gabon,20912.58594,1999
Gabon,20637.4043,2000
Gabon,21123.10156,2001
Gabon,20743.84766,2002
Gabon,21261.04883,2003
Gabon,21429.94922,2004
Gabon,21664.45703,2005
Gabon,20987.74805,2006
Gabon,22316.74219,2007
Gabon,21545.82031,2008
Gabon,21520.59766,2009
Gabon,23046.02539,2010
Gabon,24680.45313,2011
Gabon,25976.75977,2012
Gabon,27441.56836,2013
Gabon,28625.54297,2014
Gabon,29736.10547,2015
Gabon,30357.84766,2016
Gabon,30507.99609,2017
Gabon,30885.04297,2018
Gabon,32012.29297,2019
Poland,271561.625,1970
Poland,291698.25,1971
Poland,305344.5,1972
Poland,318113.1875,1973
Poland,340733.4375,1974
Poland,360977.6563,1975
Poland,389587.2813,1976
Poland,417194.8438,1977
Poland,439724.4375,1978
Poland,456641.2188,1979
Poland,429242.7188,1980
Poland,386441.6875,1981
Poland,368020.1563,1982
Poland,388496.125,1983
Poland,410410.25,1984
Poland,425339.2188,1985
Poland,443311.3438,1986
Poland,451990.7188,1987
Poland,470670.375,1988
Poland,471425.125,1989
Poland,416990,1990
Poland,387735.7813,1991
Poland,397487.2188,1992
Poland,412346.5313,1993
Poland,434171.2188,1994
Poland,464354.1563,1995
Poland,492751.2188,1996
Poland,524529.0625,1997
Poland,548869.9375,1998
Poland,574419.5,1999
Poland,600618.3125,2000
Poland,608177.5625,2001
Poland,620558.875,2002
Poland,642269.0625,2003
Poland,674272.25,2004
Poland,697917.9375,2005
Poland,740708.1875,2006
Poland,793013.6875,2007
Poland,826319.9375,2008
Poland,849722.875,2009
Poland,881506.9375,2010
Poland,923445.8125,2011
Poland,935680.5,2012
Poland,946214.0625,2013
Poland,978182.625,2014
Poland,1019621.625,2015
Poland,1051655.375,2016
Poland,1102457.25,2017
Poland,1161479.625,2018
Poland,1214221.5,2019
Guinea,4706.053223,1959
Guinea,5406.516602,1960
Guinea,5849.478516,1961
Guinea,5926.53418,1962
Guinea,5987.320801,1963
Guinea,5545.92627,1964
Guinea,5796.507324,1965
Guinea,5942.065918,1966
Guinea,5817.505371,1967
Guinea,5854.206055,1968
Guinea,5733.203125,1969
Guinea,5223.987793,1970
Guinea,5504.297852,1971
Guinea,5631.732422,1972
Guinea,5719.99707,1973
Guinea,6020.310059,1974
Guinea,6193.509766,1975
Guinea,6684.244629,1976
Guinea,6460.116699,1977
Guinea,6899.163574,1978
Guinea,6815.831543,1979
Guinea,6993.137207,1980
Guinea,7035.777344,1981
Guinea,7162.421387,1982
Guinea,7255.53418,1983
Guinea,7357.111816,1984
Guinea,7724.962402,1985
Guinea,7965.521484,1986
Guinea,8228.37793,1987
Guinea,8747.43457,1988
Guinea,9097.634766,1989
Guinea,9491.022461,1990
Guinea,9727.969727,1991
Guinea,10046.31738,1992
Guinea,10553.50586,1993
Guinea,10975.71582,1994
Guinea,11489.38574,1995
Guinea,12081.87695,1996
Guinea,12707.87109,1997
Guinea,13290.53906,1998
Guinea,13890.00586,1999
Guinea,14290.71582,2000
Guinea,14819.47363,2001
Guinea,15590.08594,2002
Guinea,15777.16602,2003
Guinea,16140.04199,2004
Guinea,16624.24219,2005
Guinea,16571.77539,2006
Guinea,17701.55078,2007
Guinea,18433.15625,2008
Guinea,18226.21875,2009
Guinea,19103.51367,2010
Guinea,20175.62109,2011
Guinea,21369.39453,2012
Guinea,22210.23438,2013
Guinea,23033.66797,2014
Guinea,23912.39258,2015
Guinea,26501.81641,2016
Guinea,29231.55273,2017
Guinea,31043.89063,2018
Guinea,32796.19922,2019
Portugal,32679.03125,1950
Portugal,35689.50391,1951
Portugal,37142.67969,1952
Portugal,39096.96484,1953
Portugal,40841.32813,1954
Portugal,42501.12891,1955
Portugal,44471.00391,1956
Portugal,46638.55469,1957
Portugal,47002.47656,1958
Portugal,49663.23438,1959
Portugal,53309.01172,1960
Portugal,57024.10547,1961
Portugal,60242.10156,1962
Portugal,63715.48828,1963
Portugal,67011.16406,1964
Portugal,71746.78906,1965
Portugal,74057.10156,1966
Portugal,79308.625,1967
Portugal,89539.42969,1968
Portugal,92107.71094,1969
Portugal,98853.51563,1970
Portugal,105409.1328,1971
Portugal,113858.4219,1972
Portugal,126611.3203,1973
Portugal,128058.3125,1974
Portugal,122490.8125,1975
Portugal,130942.9531,1976
Portugal,138279.1719,1977
Portugal,142173.0625,1978
Portugal,150190.1094,1979
Portugal,157082.8438,1980
Portugal,159624.6094,1981
Portugal,163033.1875,1982
Portugal,162750.9688,1983
Portugal,159691.2656,1984
Portugal,164174.5,1985
Portugal,170972.9063,1986
Portugal,181883.3594,1987
Portugal,195504.7969,1988
Portugal,208096.5625,1989
Portugal,216317.4531,1990
Portugal,225766.6563,1991
Portugal,228226.3281,1992
Portugal,223563.0313,1993
Portugal,225720.0469,1994
Portugal,235387.1563,1995
Portugal,243635.6875,1996
Portugal,254357.7813,1997
Portugal,266587.2188,1998
Portugal,277001.6563,1999
Portugal,287572.5,2000
Portugal,293161.9688,2001
Portugal,295422.0625,2002
Portugal,292673.0938,2003
Portugal,297908.2188,2004
Portugal,300237.4375,2005
Portugal,305116.375,2006
Portugal,312764.375,2007
Portugal,313762.8438,2008
Portugal,303966.9375,2009
Portugal,309248.7188,2010
Portugal,304003.375,2011
Portugal,291669.0625,2012
Portugal,288978,2013
Portugal,291267.25,2014
Portugal,296486.9063,2015
Portugal,302474.4063,2016
Portugal,313080.1875,2017
Portugal,322000.9063,2018
Portugal,329200.75,2019
Bulgaria,38062.49219,1970
Bulgaria,40687.49609,1971
Bulgaria,43804.67969,1972
Bulgaria,47381.23828,1973
Bulgaria,50957.80078,1974
Bulgaria,55453.11719,1975
Bulgaria,59062.48828,1976
Bulgaria,62770.30078,1977
Bulgaria,66281.23438,1978
Bulgaria,70678.10938,1979
Bulgaria,74714.04688,1980
Bulgaria,78375.15625,1981
Bulgaria,80204.875,1982
Bulgaria,82956.14063,1983
Bulgaria,85773.71094,1984
Bulgaria,88075.39844,1985
Bulgaria,91781.25781,1986
Bulgaria,97338.16406,1987
Bulgaria,107991.5234,1988
Bulgaria,104438.7344,1989
Bulgaria,94916.65625,1990
Bulgaria,86900.61719,1991
Bulgaria,80598.42969,1992
Bulgaria,79405.29688,1993
Bulgaria,80848.98438,1994
Bulgaria,84740.67969,1995
Bulgaria,89095.4375,1996
Bulgaria,76450.28906,1997
Bulgaria,79726.42969,1998
Bulgaria,73124.28125,1999
Bulgaria,76621.21094,2000
Bulgaria,79545.9375,2001
Bulgaria,84281.41406,2002
Bulgaria,88623.42969,2003
Bulgaria,94332.39063,2004
Bulgaria,101080.4531,2005
Bulgaria,107956.125,2006
Bulgaria,115034.8828,2007
Bulgaria,122035.6016,2008
Bulgaria,117857.5078,2009
Bulgaria,118529.1172,2010
Bulgaria,121315.7266,2011
Bulgaria,121753.1641,2012
Bulgaria,122141.2188,2013
Bulgaria,124455.1875,2014
Bulgaria,129420.3828,2015
Bulgaria,134353.3906,2016
Bulgaria,139064.6719,2017
Bulgaria,143353.625,2018
Bulgaria,148186.9219,2019
Saudi Arabia,302702.0625,1970
Saudi Arabia,364792.9688,1971
Saudi Arabia,448442.3125,1972
Saudi Arabia,556833.1875,1973
Saudi Arabia,647196.5,1974
Saudi Arabia,589410.8125,1975
Saudi Arabia,694449.5,1976
Saudi Arabia,743709.3125,1977
Saudi Arabia,704889.75,1978
Saudi Arabia,788908.5625,1979
Saudi Arabia,833501.25,1980
Saudi Arabia,849696.3125,1981
Saudi Arabia,673555.1875,1982
Saudi Arabia,565440.1875,1983
Saudi Arabia,539082.5625,1984
Saudi Arabia,486282.0625,1985
Saudi Arabia,569012,1986
Saudi Arabia,531272.3125,1987
Saudi Arabia,600918.4375,1988
Saudi Arabia,597895.75,1989
Saudi Arabia,688736.5625,1990
Saudi Arabia,792101.375,1991
Saudi Arabia,823686.6875,1992
Saudi Arabia,812453.75,1993
Saudi Arabia,816993.125,1994
Saudi Arabia,818725.875,1995
Saudi Arabia,840319.125,1996
Saudi Arabia,849594.4375,1997
Saudi Arabia,874176.25,1998
Saudi Arabia,841278.5625,1999
Saudi Arabia,888604,2000
Saudi Arabia,877845.25,2001
Saudi Arabia,853097.25,2002
Saudi Arabia,949003,2003
Saudi Arabia,1024528.875,2004
Saudi Arabia,1081634.5,2005
Saudi Arabia,1111794.875,2006
Saudi Arabia,1132331.125,2007
Saudi Arabia,1203099.25,2008
Saudi Arabia,1178324.5,2009
Saudi Arabia,1237706.125,2010
Saudi Arabia,1361437.5,2011
Saudi Arabia,1435111,2012
Saudi Arabia,1473848.125,2013
Saudi Arabia,1527680.375,2014
Saudi Arabia,1590413.25,2015
Saudi Arabia,1616983.125,2016
Saudi Arabia,1604992.875,2017
Saudi Arabia,1644060.375,2018
Saudi Arabia,1649509.25,2019
Romania,46672.72266,1960
Romania,53838.01172,1961
Romania,57849.91406,1962
Romania,64460.59375,1963
Romania,67246.17969,1964
Romania,73583.98438,1965
Romania,77982.39063,1966
Romania,88334.92969,1967
Romania,94348.94531,1968
Romania,100846.1406,1969
Romania,109527.75,1970
Romania,123766.3672,1971
Romania,136909.6875,1972
Romania,151148.2969,1973
Romania,169768.0156,1974
Romania,187292.4375,1975
Romania,208102.7031,1976
Romania,225627.1719,1977
Romania,242056.3438,1978
Romania,257390.2344,1979
Romania,268343,1980
Romania,268644.5,1981
Romania,279240.375,1982
Romania,296124.875,1983
Romania,313806.8438,1984
Romania,313499.25,1985
Romania,320824.7188,1986
Romania,323502.6875,1987
Romania,321894.9688,1988
Romania,303264.8438,1989
Romania,286234.2813,1990
Romania,249257.9375,1991
Romania,227405.0313,1992
Romania,230881.6719,1993
Romania,239959.7969,1994
Romania,257088.6563,1995
Romania,267134.9063,1996
Romania,254181.3125,1997
Romania,249021.9531,1998
Romania,248083.8906,1999
Romania,254189.8906,2000
Romania,267454,2001
Romania,282706.7813,2002
Romania,289325.4063,2003
Romania,319496.5625,2004
Romania,334411.1563,2005
Romania,361260.4375,2006
Romania,387393.3125,2007
Romania,423449.8438,2008
Romania,400086.3438,2009
Romania,384478.0625,2010
Romania,392195.2188,2011
Romania,400341.7188,2012
Romania,414411.875,2013
Romania,428546.6563,2014
Romania,445137.9063,2015
Romania,466508.125,2016
Romania,499683.6875,2017
Romania,521853.875,2018
Romania,543143.125,2019
Ecuador,12997.12793,1950
Ecuador,13260.2168,1951
Ecuador,14794.55176,1952
Ecuador,15308.10156,1953
Ecuador,16760.35352,1954
Ecuador,17531.73047,1955
Ecuador,18117.36719,1956
Ecuador,18798.76953,1957
Ecuador,19312.84375,1958
Ecuador,20236.28711,1959
Ecuador,21357.57227,1960
Ecuador,22452.02148,1961
Ecuador,23556.4707,1962
Ecuador,24052.65625,1963
Ecuador,25834.29492,1964
Ecuador,26680.39063,1965
Ecuador,27332.32422,1966
Ecuador,29209.20508,1967
Ecuador,30386.26758,1968
Ecuador,31095.02539,1969
Ecuador,33102.92188,1970
Ecuador,35185.95703,1971
Ecuador,36951.46484,1972
Ecuador,42106.44141,1973
Ecuador,46825.94531,1974
Ecuador,51963.76172,1975
Ecuador,55807.625,1976
Ecuador,56703.25,1977
Ecuador,59939.19922,1978
Ecuador,62177.35938,1979
Ecuador,64483.32031,1980
Ecuador,68102.6875,1981
Ecuador,68521.40625,1982
Ecuador,68290.57813,1983
Ecuador,70083.39844,1984
Ecuador,72841.17188,1985
Ecuador,75364.96094,1986
Ecuador,75169.70313,1987
Ecuador,79597.53906,1988
Ecuador,80398.11719,1989
Ecuador,83356.69531,1990
Ecuador,86933.82031,1991
Ecuador,88771.875,1992
Ecuador,90523.53906,1993
Ecuador,94378.25781,1994
Ecuador,96504.17188,1995
Ecuador,98175.38281,1996
Ecuador,102424.2734,1997
Ecuador,105769.9922,1998
Ecuador,100757.1484,1999
Ecuador,101857.2109,2000
Ecuador,105947.4219,2001
Ecuador,110287.8516,2002
Ecuador,113290.8594,2003
Ecuador,122593.1953,2004
Ecuador,129079.9844,2005
Ecuador,134764,2006
Ecuador,137715.4688,2007
Ecuador,146470.2188,2008
Ecuador,147299.9688,2009
Ecuador,152492.7188,2010
Ecuador,164491.0625,2011
Ecuador,173771.5938,2012
Ecuador,182367.2188,2013
Ecuador,189276.875,2014
Ecuador,189464.0156,2015
Ecuador,187140.4531,2016
Ecuador,191572.6719,2017
Ecuador,194042.6094,2018
Ecuador,194146.8281,2019
Thailand,25661.26172,1950
Thailand,24469.44336,1951
Thailand,23850.32813,1952
Thailand,21537.38086,1953
Thailand,23595.27539,1954
Thailand,21888.79297,1955
Thailand,22920.7168,1956
Thailand,26189.70117,1957
Thailand,26704.79492,1958
Thailand,29724.7832,1959
Thailand,33348.66016,1960
Thailand,35109.21094,1961
Thailand,37942.73438,1962
Thailand,41114.09766,1963
Thailand,43831.04688,1964
Thailand,47277.19922,1965
Thailand,53048.33594,1966
Thailand,57179.66797,1967
Thailand,61857.01563,1968
Thailand,67210.03125,1969
Thailand,92785.52344,1970
Thailand,97389.8125,1971
Thailand,101356.4453,1972
Thailand,111349.8906,1973
Thailand,116197.3281,1974
Thailand,121828.4453,1975
Thailand,133250.375,1976
Thailand,146440.5,1977
Thailand,161727.1719,1978
Thailand,170320.1406,1979
Thailand,178469.7344,1980
Thailand,189011.7031,1981
Thailand,199128.25,1982
Thailand,210247.9844,1983
Thailand,222342.3594,1984
Thailand,232675.1406,1985
Thailand,245550.9844,1986
Thailand,268924.8438,1987
Thailand,304659.9063,1988
Thailand,341808.8438,1989
Thailand,379896.0938,1990
Thailand,411888.8438,1991
Thailand,449990.1875,1992
Thailand,489105.2813,1993
Thailand,528219.4375,1994
Thailand,571112.25,1995
Thailand,603391.375,1996
Thailand,586776.4375,1997
Thailand,541982,1998
Thailand,566762.8125,1999
Thailand,592014,2000
Thailand,612404.0625,2001
Thailand,650060.875,2002
Thailand,696795.125,2003
Thailand,740619.125,2004
Thailand,771633.625,2005
Thailand,809966.8125,2006
Thailand,853989.875,2007
Thailand,868727.0625,2008
Thailand,862727.625,2009
Thailand,927547.5625,2010
Thailand,935340.375,2011
Thailand,1003085.125,2012
Thailand,1030043,2013
Thailand,1040182.938,2014
Thailand,1072781.25,2015
Thailand,1108789.125,2016
Thailand,1153407.625,2017
Thailand,1201034.5,2018
Thailand,1229521.375,2019
Bhutan,376.4162902832031,1970
Bhutan,386.4932556152344,1971
Bhutan,390.9891662597656,1972
Bhutan,396.7253723144531,1973
Bhutan,417.1895446777344,1974
Bhutan,403.3916931152344,1975
Bhutan,439.5140380859375,1976
Bhutan,474.2410583496094,1977
Bhutan,508.0379333496094,1978
Bhutan,532.3778686523438,1979
Bhutan,559.0432739257812,1980
Bhutan,623.0617065429688,1981
Bhutan,637.2254028320312,1982
Bhutan,688.8967895507812,1983
Bhutan,731.8771973,1984
Bhutan,773.9172973632812,1985
Bhutan,883.8100586,1986
Bhutan,1160.9324951171875,1987
Bhutan,1231.395996,1988
Bhutan,1324.884277,1989
Bhutan,1475.560302734375,1990
Bhutan,1486.4832763671875,1991
Bhutan,1541.0201416015625,1992
Bhutan,1572.0426025390625,1993
Bhutan,1664.4495849609375,1994
Bhutan,1777.281982421875,1995
Bhutan,1891.123779296875,1996
Bhutan,2002.1959228515625,1997
Bhutan,2124.939697265625,1998
Bhutan,2293.701172,1999
Bhutan,2494.105224609375,2000
Bhutan,2698.716552734375,2001
Bhutan,2988.230469,2002
Bhutan,3217.558105,2003
Bhutan,3407.320801,2004
Bhutan,3650.017333984375,2005
Bhutan,3900.100098,2006
Bhutan,4600.008301,2007
Bhutan,4817.92041,2008
Bhutan,5138.615234,2009
Bhutan,5741.467285,2010
Bhutan,6194.56543,2011
Bhutan,6508.697754,2012
Bhutan,6648.132324,2013
Bhutan,6913.624023,2014
Bhutan,7372.851563,2015
Bhutan,7972.054688,2016
Bhutan,8342.890625,2017
Bhutan,8595.485352,2018
Bhutan,8922.638672,2019
Brazil,145880.4531,1950
Brazil,153024.3594,1951
Brazil,167575.5781,1952
Brazil,176091.625,1953
Brazil,190537.3281,1954
Brazil,202836.8125,1955
Brazil,210199.9531,1956
Brazil,231305.1719,1957
Brazil,246067.0156,1958
Brazil,265041.2813,1959
Brazil,285613.4375,1960
Brazil,325808.4375,1961
Brazil,342662.6563,1962
Brazil,364751.375,1963
Brazil,379936.375,1964
Brazil,406417.5,1965
Brazil,422527.4063,1966
Brazil,446754.4375,1967
Brazil,496790.0938,1968
Brazil,528659.875,1969
Brazil,586407.1875,1970
Brazil,652905.75,1971
Brazil,730862.6875,1972
Brazil,832964.1875,1973
Brazil,900850.8125,1974
Brazil,947424.8125,1975
Brazil,1044630.563,1976
Brazil,1096130.875,1977
Brazil,1150608.5,1978
Brazil,1228389.75,1979
Brazil,1341770.125,1980
Brazil,1284744.75,1981
Brazil,1295408.25,1982
Brazil,1257452.75,1983
Brazil,1325355.25,1984
Brazil,1429382.25,1985
Brazil,1536443.125,1986
Brazil,1590679.5,1987
Brazil,1589725.125,1988
Brazil,1639960.25,1989
Brazil,1568622.125,1990
Brazil,1584778.875,1991
Brazil,1569940.125,1992
Brazil,1645865.5,1993
Brazil,1742186.75,1994
Brazil,1815769.5,1995
Brazil,1854818.125,1996
Brazil,1917423,1997
Brazil,1918100.875,1998
Brazil,1922974.125,1999
Brazil,2005781.25,2000
Brazil,2032119.375,2001
Brazil,2086134.875,2002
Brazil,2110055,2003
Brazil,2228845,2004
Brazil,2300215.5,2005
Brazil,2391349.75,2006
Brazil,2536501.5,2007
Brazil,2665716,2008
Brazil,2662362,2009
Brazil,2862790.75,2010
Brazil,2976570,2011
Brazil,3033755.25,2012
Brazil,3124914.25,2013
Brazil,3140662.25,2014
Brazil,3029301.75,2015
Brazil,2930064.5,2016
Brazil,2968825.5,2017
Brazil,3007931.5,2018
Brazil,3042119,2019
Cyprus,1514.993896484375,1950
Cyprus,1537.4771728515625,1951
Cyprus,1698.8128662109375,1952
Cyprus,1875.8199462890625,1953
Cyprus,1918.301758,1954
Cyprus,2008.9122314453125,1955
Cyprus,2359.359130859375,1956
Cyprus,2610.343994140625,1957
Cyprus,2423.109619140625,1958
Cyprus,2559.054931640625,1959
Cyprus,2274.151855,1960
Cyprus,2480.688720703125,1961
Cyprus,2718.655273,1962
Cyprus,2860.088134765625,1963
Cyprus,2581.712158203125,1964
Cyprus,3131.729248046875,1965
Cyprus,3353.980712890625,1966
Cyprus,3787.259521484375,1967
Cyprus,3996.041259765625,1968
Cyprus,4388.911133,1969
Cyprus,4519.118652,1970
Cyprus,5105.055176,1971
Cyprus,5457.515137,1972
Cyprus,5596.703613,1973
Cyprus,4650.064453,1974
Cyprus,3766.196044921875,1975
Cyprus,4443.09375,1976
Cyprus,5143.921387,1977
Cyprus,5537.130371,1978
Cyprus,6083.724609,1979
Cyprus,6443.884277,1980
Cyprus,6640.488281,1981
Cyprus,7058.272949,1982
Cyprus,7433.686035,1983
Cyprus,8089.600098,1984
Cyprus,8469.25,1985
Cyprus,8791.822266,1986
Cyprus,9412.374023,1987
Cyprus,10190.20898,1988
Cyprus,11014.37109,1989
Cyprus,11867.70215,1990
Cyprus,11947.77246,1991
Cyprus,13074.49023,1992
Cyprus,13166.00098,1993
Cyprus,13926.67578,1994
Cyprus,15308.75293,1995
Cyprus,15499.79688,1996
Cyprus,15909.1748,1997
Cyprus,16881.33203,1998
Cyprus,17725.09766,1999
Cyprus,18782.49023,2000
Cyprus,19524.88477,2001
Cyprus,20251.68359,2002
Cyprus,20783.00391,2003
Cyprus,21827.625,2004
Cyprus,22886.90039,2005
Cyprus,23965.80664,2006
Cyprus,25187.48828,2007
Cyprus,26106.13867,2008
Cyprus,25579.92773,2009
Cyprus,26095.38281,2010
Cyprus,26200.11523,2011
Cyprus,25297.05664,2012
Cyprus,23639.24414,2013
Cyprus,23198.67383,2014
Cyprus,23981.66992,2015
Cyprus,25599.55664,2016
Cyprus,26715.97266,2017
Cyprus,27799.84961,2018
Cyprus,28697.79688,2019
China,557468.3125,1952
China,630467.125,1953
China,586751.375,1954
China,641581.4375,1955
China,695460.25,1956
China,718725.3125,1957
China,739635.3125,1958
China,724461.0625,1959
China,689786.875,1960
China,558305.375,1961
China,591366.25,1962
China,677432.875,1963
China,771682.9375,1964
China,857507.25,1965
China,885350.75,1966
China,889345.4375,1967
China,865986.375,1968
China,953460.25,1969
China,1085341.125,1970
China,1182455.75,1971
China,1173581.875,1972
China,1261324.375,1973
China,1299351.25,1974
China,1391712,1975
China,1349881.875,1976
China,1428767,1977
China,1594763.125,1978
China,1719783.125,1979
China,1804728.625,1980
China,1861601.125,1981
China,2031704.875,1982
China,2178264.75,1983
China,2414971,1984
China,2602347.25,1985
China,2780601,1986
China,3008488,1987
China,3142030,1988
China,3153668.75,1989
China,3165272,1990
China,3300483.75,1991
China,3556377.75,1992
China,3920962.75,1993
China,4256331,1994
China,4657186.5,1995
China,4990733,1996
China,5274995,1997
China,5305999.5,1998
China,5573186,1999
China,5962253,2000
China,6370915,2001
China,6969823,2002
China,7496914,2003
